session_idx,n_known,n_truth,prec@5_popularity,rec@5_popularity,prec@5_partial_cf,rec@5_partial_cf,prec@5_content_only,rec@5_content_only,prec@5_mixed,rec@5_mixed
508,2,3,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.0
362,2,5,0.0,0.0,0.6,0.6,0.0,0.0,0.2,0.2
1112,2,5,0.2,0.2,0.0,0.0,0.2,0.2,0.4,0.4
899,2,6,0.0,0.0,0.4,0.3333333333333333,0.0,0.0,0.0,0.0
696,2,8,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0
127,2,9,0.2,0.1111111111111111,0.2,0.1111111111111111,0.2,0.1111111111111111,0.2,0.1111111111111111
138,2,3,0.2,0.3333333333333333,0.2,0.3333333333333333,0.0,0.0,0.0,0.0
934,2,4,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
21,2,3,0.4,0.6666666666666666,0.2,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333
1097,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,2,16,0.6,0.1875,0.2,0.0625,0.4,0.125,0.4,0.125
226,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,2,3,0.2,0.3333333333333333,0.4,0.6666666666666666,0.2,0.3333333333333333,0.2,0.3333333333333333
318,2,6,0.2,0.16666666666666666,0.2,0.16666666666666666,0.0,0.0,0.2,0.16666666666666666
550,2,9,0.2,0.1111111111111111,0.0,0.0,0.2,0.1111111111111111,0.2,0.1111111111111111
492,2,4,0.4,0.5,0.0,0.0,0.0,0.0,0.2,0.25
279,2,7,0.0,0.0,0.0,0.0,0.2,0.14285714285714285,0.2,0.14285714285714285
128,2,6,0.2,0.16666666666666666,0.4,0.3333333333333333,0.0,0.0,0.0,0.0
723,2,9,0.4,0.2222222222222222,0.4,0.2222222222222222,0.0,0.0,0.2,0.1111111111111111
6,2,5,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2
964,2,7,0.0,0.0,0.2,0.14285714285714285,0.2,0.14285714285714285,0.2,0.14285714285714285
440,2,8,0.0,0.0,0.4,0.25,0.2,0.125,0.2,0.125
103,2,15,0.4,0.13333333333333333,0.2,0.06666666666666667,0.2,0.06666666666666667,0.2,0.06666666666666667
809,2,8,0.2,0.125,0.2,0.125,0.4,0.25,0.0,0.0
595,2,4,0.4,0.5,0.0,0.0,0.2,0.25,0.2,0.25
1124,2,8,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.0
259,2,3,0.0,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.0
28,2,7,0.2,0.14285714285714285,0.0,0.0,0.2,0.14285714285714285,0.2,0.14285714285714285
547,2,7,0.0,0.0,0.2,0.14285714285714285,0.2,0.14285714285714285,0.0,0.0
261,2,8,0.2,0.125,0.4,0.25,0.2,0.125,0.2,0.125
1021,2,7,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.0,0.0
1157,2,7,0.2,0.14285714285714285,0.4,0.2857142857142857,0.2,0.14285714285714285,0.2,0.14285714285714285
209,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,2,5,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2
850,2,8,0.6,0.375,0.0,0.0,0.0,0.0,0.0,0.0
1053,2,6,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.0,0.0
623,2,7,0.0,0.0,0.0,0.0,0.2,0.14285714285714285,0.2,0.14285714285714285
361,2,4,0.2,0.25,0.0,0.0,0.2,0.25,0.0,0.0
700,2,12,0.4,0.16666666666666666,0.2,0.08333333333333333,0.2,0.08333333333333333,0.6,0.25
1130,2,7,0.2,0.14285714285714285,0.4,0.2857142857142857,0.2,0.14285714285714285,0.2,0.14285714285714285
831,2,5,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2
50,2,5,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
1064,2,6,0.2,0.16666666666666666,0.2,0.16666666666666666,0.0,0.0,0.2,0.16666666666666666
385,2,8,0.2,0.125,0.4,0.25,0.4,0.25,0.2,0.125
716,2,4,0.2,0.25,0.2,0.25,0.0,0.0,0.2,0.25
681,2,6,0.4,0.3333333333333333,0.2,0.16666666666666666,0.0,0.0,0.0,0.0
397,2,9,0.0,0.0,0.2,0.1111111111111111,0.0,0.0,0.0,0.0
1060,2,6,0.0,0.0,0.4,0.3333333333333333,0.2,0.16666666666666666,0.0,0.0
439,2,5,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0
1163,2,6,0.4,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.16666666666666666
151,2,6,0.2,0.16666666666666666,0.2,0.16666666666666666,0.0,0.0,0.4,0.3333333333333333
352,2,7,0.2,0.14285714285714285,0.2,0.14285714285714285,0.2,0.14285714285714285,0.0,0.0
52,2,6,0.2,0.16666666666666666,0.2,0.16666666666666666,0.2,0.16666666666666666,0.2,0.16666666666666666
82,2,5,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2
1114,2,9,0.0,0.0,0.4,0.2222222222222222,0.0,0.0,0.0,0.0
571,2,4,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
734,2,9,0.2,0.1111111111111111,0.2,0.1111111111111111,0.0,0.0,0.0,0.0
274,2,5,0.2,0.2,0.4,0.4,0.0,0.0,0.2,0.2
864,2,12,0.2,0.08333333333333333,0.4,0.16666666666666666,0.2,0.08333333333333333,0.2,0.08333333333333333
958,2,9,0.2,0.1111111111111111,0.0,0.0,0.2,0.1111111111111111,0.0,0.0
384,2,7,0.0,0.0,0.2,0.14285714285714285,0.2,0.14285714285714285,0.0,0.0
507,2,3,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
917,2,6,0.2,0.16666666666666666,0.2,0.16666666666666666,0.4,0.3333333333333333,0.2,0.16666666666666666
699,2,8,0.0,0.0,0.2,0.125,0.0,0.0,0.0,0.0
704,2,6,0.0,0.0,0.0,0.0,0.2,0.16666666666666666,0.0,0.0
794,2,4,0.4,0.5,0.2,0.25,0.0,0.0,0.0,0.0
142,2,13,0.0,0.0,0.4,0.15384615384615385,0.0,0.0,0.0,0.0
582,2,9,0.0,0.0,0.4,0.2222222222222222,0.4,0.2222222222222222,0.2,0.1111111111111111
438,2,10,0.2,0.1,0.2,0.1,0.0,0.0,0.0,0.0
23,2,3,0.0,0.0,0.2,0.3333333333333333,0.2,0.3333333333333333,0.2,0.3333333333333333
574,2,16,0.2,0.0625,0.4,0.125,0.2,0.0625,0.0,0.0
1013,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,2,7,0.0,0.0,0.6,0.42857142857142855,0.2,0.14285714285714285,0.2,0.14285714285714285
69,2,6,0.4,0.3333333333333333,0.4,0.3333333333333333,0.2,0.16666666666666666,0.4,0.3333333333333333
766,2,6,0.6,0.5,0.2,0.16666666666666666,0.2,0.16666666666666666,0.2,0.16666666666666666
889,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.14285714285714285
760,2,5,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2
1171,2,9,0.0,0.0,0.2,0.1111111111111111,0.4,0.2222222222222222,0.4,0.2222222222222222
624,2,4,0.0,0.0,0.2,0.25,0.0,0.0,0.0,0.0
302,2,8,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.0
694,2,16,0.4,0.125,0.6,0.1875,0.6,0.1875,0.6,0.1875
37,2,3,0.0,0.0,0.4,0.6666666666666666,0.4,0.6666666666666666,0.2,0.3333333333333333
411,2,4,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25
355,2,7,0.0,0.0,0.0,0.0,0.2,0.14285714285714285,0.2,0.14285714285714285
333,2,6,0.2,0.16666666666666666,0.2,0.16666666666666666,0.2,0.16666666666666666,0.2,0.16666666666666666
1148,2,7,0.2,0.14285714285714285,0.2,0.14285714285714285,0.4,0.2857142857142857,0.2,0.14285714285714285
175,2,5,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
891,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,2,4,0.0,0.0,0.2,0.25,0.4,0.5,0.2,0.25
1007,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2,9,0.0,0.0,0.2,0.1111111111111111,0.2,0.1111111111111111,0.2,0.1111111111111111
202,2,7,0.2,0.14285714285714285,0.0,0.0,0.6,0.42857142857142855,0.4,0.2857142857142857
1071,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4
1099,2,5,0.4,0.4,0.2,0.2,0.0,0.0,0.2,0.2
843,2,14,0.4,0.14285714285714285,0.4,0.14285714285714285,0.2,0.07142857142857142,0.4,0.14285714285714285
358,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,2,2,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0
991,2,6,0.2,0.16666666666666666,0.0,0.0,0.4,0.3333333333333333,0.0,0.0
407,2,3,0.2,0.3333333333333333,0.4,0.6666666666666666,0.2,0.3333333333333333,0.2,0.3333333333333333
85,2,4,0.2,0.25,0.2,0.25,0.2,0.25,0.0,0.0
981,2,9,0.0,0.0,0.0,0.0,0.4,0.2222222222222222,0.2,0.1111111111111111
129,2,13,0.4,0.15384615384615385,0.2,0.07692307692307693,0.2,0.07692307692307693,0.2,0.07692307692307693
177,2,8,0.4,0.25,0.2,0.125,0.0,0.0,0.2,0.125
1057,2,2,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0
254,2,6,0.2,0.16666666666666666,0.2,0.16666666666666666,0.0,0.0,0.0,0.0
